date,State,District,temperature,humidity,rainfall
13-07-2025,Madhya Pradesh,Tikamgarh,28.6,74.42,52.26
13-07-2025,Madhya Pradesh,Ujjain,25.96,79.33,80.86
13-07-2025,Madhya Pradesh,Umaria,26.5,80.58,44.88
13-07-2025,Madhya Pradesh,Vidisha,24.97,84.03,24.78
13-07-2025,Madhya Pradesh,West Nimar,26.92,74.1,24.98
13-07-2025,Madhya Pradesh,Mandla,25.14,81.78,26.68
13-07-2025,Maharashtra,Ahmednagar,26.44,67.03,0.59
13-07-2025,Maharashtra,Akola,26.61,72.03,19.71
13-07-2025,Maharashtra,Amravati,26.32,74.45,14.2
13-07-2025,Maharashtra,Ratnagiri,27.1,79.35,64.07
13-07-2025,Maharashtra,Sindhudurg,27.08,82.08,94.51
13-07-2025,Maharashtra,Thane,27.73,78.15,25.9
13-07-2025,Orissa,Koraput,25.34,74.58,27.18
13-07-2025,Madhya Pradesh,Bhopal,25.84,80.72,30.13
13-07-2025,Madhya Pradesh,Burhanpur,27.97,69.35,16.54
13-07-2025,Madhya Pradesh,Chhatarpur,29.6,70.8,57.6
13-07-2025,Maharashtra,Bhandara,27.15,80.58,41.95
13-07-2025,Maharashtra,Bid,28.61,57.8,0.49
13-07-2025,Maharashtra,Buldana,26.88,69,9.83
13-07-2025,Maharashtra,Chandrapur,28.21,75.45,27.34
13-07-2025,Maharashtra,Dhule,26.61,70.08,5.09
13-07-2025,Maharashtra,Garhchiroli,27.18,74.1,18.15
13-07-2025,Maharashtra,Gondiya,27.45,79.1,47.91
13-07-2025,Maharashtra,Greater Bombay,27.74,79.58,40.12
13-07-2025,Maharashtra,Nashik,26.62,65.38,0.41
13-07-2025,Maharashtra,Osmanabad,26.35,63.73,5.24
13-07-2025,Maharashtra,Parbhani,27.98,61.58,1.72
13-07-2025,Maharashtra,Pune,18.73,85.97,7.2
13-07-2025,Maharashtra,Sangli,26.44,63.15,0.38
13-07-2025,Maharashtra,Satara,22.88,86.78,3.81
13-07-2025,Maharashtra,Solapur,27.58,60.05,0.93
13-07-2025,Maharashtra,Wardha,28.15,70.3,23.98
13-07-2025,Maharashtra,Washim,28.9,64.72,6.56
13-07-2025,Orissa,Baragarh,27.63,70.33,13.77
13-07-2025,Orissa,Bhadrak,29.18,76.3,47.12
13-07-2025,Orissa,Bolangir,29.23,71.75,24.02
13-07-2025,Orissa,Boudh,27.88,81.88,34.51
13-07-2025,Orissa,Cuttack,29.05,73.78,45.3
13-07-2025,Meghalaya,West Khasi Hills,25.59,89.42,40.41
13-07-2025,Mizoram,Aizawl,25.14,92.3,91.42
13-07-2025,Mizoram,Champhai,25.13,93.72,56.1
13-07-2025,Mizoram,Kolasib,26.43,91.92,88.76
13-07-2025,Mizoram,Lawngtlai,26.02,91.83,44.26
13-07-2025,Mizoram,Lunglei,26.27,91.7,43.96
13-07-2025,Mizoram,Mamit,26.3,91.58,52
13-07-2025,Mizoram,Saiha,24.16,94.67,55.08
13-07-2025,Mizoram,Serchhip,23.34,94.75,59.32
13-07-2025,Nagaland,Dimapur,27.17,87.3,32.5
13-07-2025,Nagaland,Kohima,20.72,88.9,54.22
13-07-2025,Nagaland,Mokokchung,27.76,88.2,73.17
13-07-2025,Nagaland,Mon,27.52,87.78,78.78
13-07-2025,Nagaland,Phek,22.72,91.42,51.37
13-07-2025,Nagaland,Tuensang,27.75,88.35,73.82
13-07-2025,Nagaland,Wokha,27.22,86.12,48.31
13-07-2025,Nagaland,Zunheboto,23.63,92.3,85.02
13-07-2025,Orissa,Angul,24.16,87.62,118.95
13-07-2025,Orissa,Baleshwar,28.86,78.5,46.29
13-07-2025,Orissa,Kendrapara,29.14,76.85,44.75
13-07-2025,Puducherry,Karaikal,29.6,62.35,22.17
13-07-2025,Puducherry,Mahe,25.79,85.38,134.74
13-07-2025,Puducherry,Puducherry,30.18,61.02,12.2
13-07-2025,Puducherry,Yanam,32.35,56.23,1.08
13-07-2025,Maharashtra,Yavatmal,29.07,66.9,7.07
13-07-2025,Orissa,Ganjam,30.08,71.62,5.3
13-07-2025,Orissa,Jagatsinghpur,29.11,78.2,30.58
13-07-2025,Orissa,Puri,29.25,77.47,29.22
13-07-2025,Tamil Nadu,Coimbatore,25.55,80.25,10.25
13-07-2025,Tamil Nadu,Cuddalore,30.42,58,12.08
13-07-2025,Tamil Nadu,Dharmapuri,24.1,70.3,37.38
13-07-2025,Tamil Nadu,Pudukkottai,29.62,58.27,12.07
13-07-2025,Tamil Nadu,Ramanathapuram,29.59,59.52,11.03
13-07-2025,Tamil Nadu,Salem,26.74,68.45,20.94
13-07-2025,Punjab,Hoshiarpur,30.99,65,41.81
13-07-2025,Punjab,Jalandhar,31.03,64.28,37.74
13-07-2025,Punjab,Kapurthala,30.87,64.92,38.43
13-07-2025,Punjab,Ludhiana,31.27,64.65,44.98
13-07-2025,Punjab,Mansa,32.11,59.52,14.12
13-07-2025,Punjab,Moga,31.47,62.3,28.1
13-07-2025,Punjab,Muktsar,33.33,53.5,5.78
13-07-2025,Punjab,Nawan Shehar,31,64.97,44.77
13-07-2025,Punjab,Patiala,30.82,62.8,9.46
13-07-2025,Punjab,Rupnagar,29.72,68.72,45.58
13-07-2025,Punjab,Sangrur,31.33,63.88,33.04
13-07-2025,Rajasthan,Ajmer,26.76,81.1,276.84
13-07-2025,Rajasthan,Alwar,31.19,59.9,18.11
13-07-2025,Rajasthan,Banswara,26.84,82.58,70.93
13-07-2025,Rajasthan,Baran,28.25,75.97,65.22
13-07-2025,Tamil Nadu,Nagapattinam,29.69,61.98,11.48
13-07-2025,Tamil Nadu,Thanjavur,28.95,68.3,13.74
13-07-2025,Tamil Nadu,Thiruvarur,28.73,71.75,21.89
13-07-2025,Tamil Nadu,Thoothukudi,30.06,55.25,1.73
13-07-2025,Tamil Nadu,Kancheepuram,30.4,60.52,18.13
13-07-2025,Madhya Pradesh,Mandsaur,27.09,78.42,165.43
13-07-2025,Manipur,Bishnupur,22.02,91.9,59.51
13-07-2025,Manipur,Chandel,21.43,93.28,41.33
13-07-2025,Manipur,Churachandpur,26.34,90.78,109.45
13-07-2025,Manipur,East Imphal,26.94,92.17,94.73
13-07-2025,Manipur,Senapati,23.93,91,62.15
13-07-2025,Manipur,Tamenglong,24.99,92.17,46.63
13-07-2025,Manipur,Thoubal,23.65,89.5,40.36
13-07-2025,Manipur,Ukhrul,25.52,90.95,57.27
13-07-2025,Manipur,West Imphal,23.08,93.22,46.48
13-07-2025,Meghalaya,East Garo Hills,28.41,81.33,92.49
13-07-2025,Meghalaya,East Khasi Hills,23.17,91.05,42.65
13-07-2025,Meghalaya,Jaintia Hills,24.29,88.83,51.27
13-07-2025,Meghalaya,Ri-Bhoi,28.13,87,73.66
13-07-2025,Meghalaya,South Garo Hills,22.78,90.1,50.97
13-07-2025,Meghalaya,West Garo Hills,28.54,79.6,68.75
13-07-2025,Rajasthan,Jaipur,28.43,73.78,46.82
13-07-2025,Rajasthan,Jaisalmer,32.04,59.08,33.1
13-07-2025,Rajasthan,Jalor,29.12,71.83,152.33
13-07-2025,Rajasthan,Jhalawar,27.21,79.78,73.81
13-07-2025,Rajasthan,Jhunjhunun,31.06,61.4,12.59
13-07-2025,Rajasthan,Jodhpur,29.28,69.08,67.56
13-07-2025,Rajasthan,Karauli,29.59,69.33,36.05
13-07-2025,Rajasthan,Kota,28.79,74.42,55.17
13-07-2025,Rajasthan,Nagaur,29.35,68.53,54.44
13-07-2025,Rajasthan,Pali,27.42,77.28,91.98
13-07-2025,Rajasthan,Rajsamand,25.74,81.1,244.97
13-07-2025,Orissa,Malkangiri,25.35,78.92,46.58
13-07-2025,Orissa,Mayurbhanj,26.79,83.75,76.28
13-07-2025,Orissa,Nabarangpur,26.23,76.78,32.92
13-07-2025,Orissa,Nayagarh,26.35,81.33,31.94
13-07-2025,Orissa,Nuapada,28.7,70.7,19.56
13-07-2025,Orissa,Rayagada,26.46,79.3,32.78
13-07-2025,Orissa,Sambalpur,26.65,82.5,55.44
13-07-2025,Orissa,Sonepur,27.63,81.65,49.27
13-07-2025,Orissa,Sundargarh,26.85,79.65,62.97
13-07-2025,Rajasthan,Sawai Madhopur,28.98,71.83,62.21
13-07-2025,Rajasthan,Sikar,30.74,62.75,19.95
13-07-2025,Rajasthan,Sirohi,29.43,69.2,135.51
13-07-2025,Rajasthan,Tonk,28.26,73.95,62.07
13-07-2025,Rajasthan,Udaipur,24.37,80.47,159.78
13-07-2025,Rajasthan,Chittaurgarh,26.63,78.12,126.01
13-07-2025,Sikkim,East,3.56,92,31.35
13-07-2025,Sikkim,North Sikkim,5.28,75.35,5.76
13-07-2025,Sikkim,South Sikkim,23.68,87.2,30.17
13-07-2025,Sikkim,West Sikkim,17.5,87.85,23.36
13-07-2025,Tamil Nadu,Ariyalur,29.73,60.85,31.41
13-07-2025,Tamil Nadu,Chennai,30.72,58.95,35.15
13-07-2025,Madhya Pradesh,Chhindwara,26.86,75.67,13
13-07-2025,Madhya Pradesh,Damoh,27.34,78.1,26.12
13-07-2025,Madhya Pradesh,Datia,30.05,68.22,80.85
13-07-2025,Madhya Pradesh,Dewas,25.97,76.47,38.48
13-07-2025,Madhya Pradesh,Dhar,25.49,79.17,51.55
13-07-2025,Madhya Pradesh,Dindori,26.01,80.05,34.81
13-07-2025,Tamil Nadu,Kanniyakumari,27.01,75.03,3.59
13-07-2025,Tamil Nadu,Thiruvallur,31.16,55.55,116.58
13-07-2025,Tamil Nadu,Tirunelveli Kattabo,28.92,61.58,1.09
13-07-2025,Tamil Nadu,Villupuram,30.27,54.05,23.8
13-07-2025,Uttar Pradesh,Mahoba,27.96,77.3,40.81
13-07-2025,Uttar Pradesh,Mainpuri,31.82,59.9,37.16
13-07-2025,Uttar Pradesh,Mathura,31.45,60.75,18.4
13-07-2025,Uttar Pradesh,Mau,31.24,62.92,31.45
13-07-2025,Uttar Pradesh,Meerut,30.18,67.97,27.45
13-07-2025,Punjab,Amritsar,31.57,63.38,30.16
13-07-2025,Punjab,Bathinda,31.94,59.9,16.27
13-07-2025,Punjab,Faridkot,32.19,58.73,15.07
13-07-2025,Punjab,Fatehgarh Sahib,31.32,62.48,29.34
13-07-2025,Punjab,Firozpur,31.73,61.67,26.87
13-07-2025,Punjab,Gurdaspur,28.55,73.2,67.2
13-07-2025,Uttar Pradesh,Jalaun,29.09,72.88,132.53
13-07-2025,Uttar Pradesh,Jaunpur,30.39,66.85,62.84
13-07-2025,Uttar Pradesh,Jhansi,29.2,72.2,127.98
13-07-2025,Uttar Pradesh,Jyotiba Phule Nagar,29.79,69.58,45.66
13-07-2025,Uttar Pradesh,Kannauj,31.88,59.85,46.97
13-07-2025,Uttar Pradesh,Kanpur,31.43,62.08,45.32
13-07-2025,Uttar Pradesh,Kanpur Dehat,31.57,61.67,60.31
13-07-2025,Uttar Pradesh,Kaushambi,30.41,68.75,70.06
13-07-2025,Uttar Pradesh,Kushinagar,30.25,68.15,19.01
13-07-2025,Uttar Pradesh,Lakhimpur Kheri,29.87,71.12,54.43
13-07-2025,Uttar Pradesh,Lalitpur,27.48,77.38,17.41
13-07-2025,Uttar Pradesh,Lucknow,30.69,65.2,45.56
13-07-2025,Tamil Nadu,Dindigul,28,62.83,35.75
13-07-2025,Tamil Nadu,Erode,28.37,61.17,15.58
13-07-2025,Tamil Nadu,Karur,27.38,69.65,38.59
13-07-2025,Tamil Nadu,Madurai,28.56,60.58,5.76
13-07-2025,Tamil Nadu,Namakkal,26.39,74.08,19.92
13-07-2025,Tamil Nadu,Nilgiris,20.89,84.12,19.29
13-07-2025,Tamil Nadu,Perambalur,29.55,59.27,13.27
13-07-2025,Uttar Pradesh,Allahabad,30.27,68.65,77.27
13-07-2025,Uttar Pradesh,Ambedkar Nagar,30.97,64.22,36.1
13-07-2025,Uttar Pradesh,Auraiya,31.59,61.38,57.9
13-07-2025,Uttar Pradesh,Azamgarh,31.29,62.62,39.1
13-07-2025,Uttar Pradesh,Badaun,31.91,59.38,23.36
13-07-2025,Uttar Pradesh,Baghpat,30.12,67.4,34.67
13-07-2025,Uttar Pradesh,Bahraich,29.75,71.22,76.99
13-07-2025,Uttar Pradesh,Ballia,31.63,60.98,21.48
13-07-2025,Uttar Pradesh,Balrampur,29.36,70.47,29.14
13-07-2025,Uttar Pradesh,Banda,30.22,68.58,51.99
13-07-2025,Uttar Pradesh,Bara Banki,31.1,63.92,41.33
13-07-2025,Uttar Pradesh,Bareilly,30.04,67.7,29.05
13-07-2025,Uttar Pradesh,Basti,30.87,65.65,53.26
13-07-2025,Uttar Pradesh,Bijnor,28.84,72.9,34.1
13-07-2025,Uttar Pradesh,Bulandshahr,30.76,64.28,24.53
13-07-2025,Uttar Pradesh,Chandauli,29.93,69.17,83.51
13-07-2025,Uttar Pradesh,Chitrakoot,30.12,68.62,45.89
13-07-2025,Uttaranchal,Bageshwar,18.62,85.92,63.32
13-07-2025,Uttaranchal,Chamoli,0.97,79.53,8.93
13-07-2025,Uttaranchal,Champawat,25.32,85.47,58.15
13-07-2025,Uttaranchal,Dehra Dun,19.79,88.42,87.4
13-07-2025,Uttaranchal,Haridwar,26.5,75.7,36.28
13-07-2025,Uttaranchal,Naini Tal,20.95,82.8,67.15
13-07-2025,Uttaranchal,Pauri Garhwal,24.81,85.25,72.38
13-07-2025,Uttaranchal,Pithoragarh,3.98,65.92,14.8
13-07-2025,Uttaranchal,Rudra Prayag,-0.02,95.67,17.87
13-07-2025,Uttaranchal,Tehri Garhwal,2.73,92.6,36.91
13-07-2025,Uttar Pradesh,Deoria,31.33,62.27,23.56
13-07-2025,Uttar Pradesh,Etah,32.2,57.62,15.72
13-07-2025,Uttar Pradesh,Etawah,31.48,61.83,50.66
13-07-2025,Uttar Pradesh,Faizabad,30.53,66.83,57.94
13-07-2025,Uttar Pradesh,Farrukhabad,32.44,57.5,30.98
13-07-2025,Uttar Pradesh,Fatehpur,30.96,65.3,68.01
13-07-2025,Uttar Pradesh,Firozabad,31.61,60.45,21.96
13-07-2025,Uttar Pradesh,Gautam Buddha Nagar,32.06,56.6,32.29
13-07-2025,Uttar Pradesh,Ghaziabad,30.7,64.2,31.62
13-07-2025,Uttar Pradesh,Ghazipur,30.94,64.85,70.04
13-07-2025,Uttar Pradesh,Gonda,30.97,65.03,41.36
13-07-2025,Uttar Pradesh,Gorakhpur,30.81,65.67,42.88
13-07-2025,Uttar Pradesh,Hardoi,31.04,64.58,32.11
13-07-2025,Uttar Pradesh,Hathras,32.07,58.2,11.71
13-07-2025,West Bengal,Haora,29.22,77.53,65.48
13-07-2025,West Bengal,North 24 Parganas,28.88,80.47,62.42
13-07-2025,West Bengal,South 24 Parganas,28.84,82.03,60.66
13-07-2025,West Bengal,East Midnapore,29.19,78.05,65.1
13-07-2025,Tripura,Dhalai,26.57,90.67,65.41
13-07-2025,Tripura,North Tripura,26.88,89.88,76.12
13-07-2025,Tripura,South Tripura,26.39,89.53,39.49
13-07-2025,Tripura,West Tripura,26.89,89.85,56.81
13-07-2025,Uttar Pradesh,Agra,31.28,61.23,18.02
13-07-2025,Uttar Pradesh,Aligarh,31.86,58.12,9.17
13-07-2025,West Bengal,Barddhaman,28.67,80.83,68.45
13-07-2025,West Bengal,Birbhum,28.78,79.15,58.28
13-07-2025,West Bengal,Dakshin Dinajpur,29.59,74.38,50.99
13-07-2025,West Bengal,Darjiling,15.54,91.7,47.6
13-07-2025,West Bengal,Hugli,28.84,80.42,75.67
13-07-2025,West Bengal,Jalpaiguri,26.28,89.75,75.67
13-07-2025,West Bengal,Kochbihar,27.74,82.42,196.66
13-07-2025,West Bengal,Kolkata,29.46,75.97,48.13
13-07-2025,West Bengal,Maldah,29.75,73.85,82.94
13-07-2025,West Bengal,Murshidabad,27.86,85.33,131.62
13-07-2025,West Bengal,Nadia,27.77,86.2,103.76
13-07-2025,West Bengal,Puruliya,29.21,75.28,61.6
13-07-2025,West Bengal,Uttar Dinajpur,29.59,74.38,50.99
13-07-2025,West Bengal,West Midnapore,28.84,78.83,84.42
13-07-2025,Uttaranchal,Udham Singh Nagar,29.24,70.72,42.14
13-07-2025,Uttaranchal,Uttarkashi,5.09,66.22,26.86
13-07-2025,West Bengal,Bankura,29.21,75.28,61.6
13-07-2025,Uttar Pradesh,Mirzapur,29.23,73.15,100.37
13-07-2025,Uttar Pradesh,Moradabad,29.6,69.92,46.07
13-07-2025,Uttar Pradesh,Muzaffarnagar,29.58,70.38,26.71
13-07-2025,Uttar Pradesh,Pilibhit,29.79,68.58,30.27
13-07-2025,Uttar Pradesh,Pratapgarh,30.18,69.38,88.61
13-07-2025,Uttar Pradesh,Rae Bareli,30.54,66.47,62.35
13-07-2025,Uttar Pradesh,Rampur,30.1,67.8,39.93
13-07-2025,Uttar Pradesh,Saharanpur,28.34,73.22,38.7
13-07-2025,Uttar Pradesh,Sant Kabir Nagar,30.66,66.72,64.47
13-07-2025,Uttar Pradesh,Sant Ravi Das Nagar,29.53,72.08,82.65
13-07-2025,Orissa,Deogarh,26.43,84.22,119.97
13-07-2025,Orissa,Dhenkanal,27.05,84.55,99.82
13-07-2025,Orissa,Gajapati,25.4,83.03,49.41
13-07-2025,Orissa,Jajpur,28.34,78.78,76.01
13-07-2025,Orissa,Jharsuguda,27.4,79.5,80.49
13-07-2025,Orissa,Kalahandi,28.72,74.6,30.67
13-07-2025,Orissa,Kandhamal,27.09,80.42,44.05
13-07-2025,Orissa,Keonjhar,25.61,86.55,103.15
13-07-2025,Orissa,Khordha,29.33,72.83,42.4
13-07-2025,Rajasthan,Barmer,29.03,67,22.68
13-07-2025,Rajasthan,Bharatpur,31.57,60.02,19.36
13-07-2025,Rajasthan,Bhilwara,26.54,79.25,217.44
13-07-2025,Rajasthan,Bikaner,31.83,58.6,14.45
13-07-2025,Rajasthan,Bundi,28.52,72.78,56.82
13-07-2025,Rajasthan,Churu,31.66,59.83,14.49
13-07-2025,Rajasthan,Dausa,30.19,66.47,26.52
13-07-2025,Rajasthan,Dhaulpur,30.55,65.4,19.49
13-07-2025,Rajasthan,Dungarpur,27.34,78.88,83.54
13-07-2025,Rajasthan,Ganganagar,33.19,53.9,10.44
13-07-2025,Rajasthan,Hanumangarh,32.37,56.73,14.79
13-07-2025,Uttar Pradesh,Maharajganj,30.3,68.12,45.16
13-07-2025,Tamil Nadu,Sivaganga,28.95,58.23,9.39
13-07-2025,Tamil Nadu,Theni,23.1,74.03,44.31
13-07-2025,Tamil Nadu,Tiruchchirappalli,27.26,70.53,18.33
13-07-2025,Tamil Nadu,Tiruvannamalai,30.56,53.35,26.96
13-07-2025,Tamil Nadu,Vellore,31.1,52.62,40.11
13-07-2025,Tamil Nadu,Virudhunagar,29.34,56.85,11.68
13-07-2025,Uttar Pradesh,Shahjahanpur,29.69,71.15,41.03
13-07-2025,Uttar Pradesh,Shravasti,29.98,70.42,80.5
13-07-2025,Uttar Pradesh,Siddharth Nagar,30.58,66.92,54.18
13-07-2025,Uttar Pradesh,Sitapur,30.7,66.2,93.21
13-07-2025,Uttar Pradesh,Sonbhadra,27.12,78.97,119.95
13-07-2025,Uttar Pradesh,Sultanpur,30.51,66.42,67.21
13-07-2025,Uttar Pradesh,Unnao,31.36,62.77,45.97
13-07-2025,Uttar Pradesh,Varanasi,29.8,69.6,83.98
13-07-2025,Uttaranchal,Almora,19.29,86.4,71.97
